[147520] ['1/2', '3/2', '3/7', '3/7', '4/7'] -> (((3/2 / 1/2) + 3/7) / (4/7 - 3/7))
[147522] ['1/2', '3/2', '3/7', '3/7', '5/2'] -> ((3/2 + 5/2) / ((1/2 - 3/7) / 3/7))
[147525] ['1/2', '3/2', '3/7', '3/7', '5/6'] -> ((3/7 / 3/2) / (3/7 - (1/2 * 5/6)))
[147529] ['1/2', '3/2', '3/7', '3/7', '6/5'] -> ((3/7 / 3/2) / (3/7 - (1/2 / 6/5)))
[147541] ['1/2', '3/2', '3/7', '3/7', '8/9'] -> (((3/2 + 3/7) / (1/2 - 3/7)) * 8/9)
[147542] ['1/2', '3/2', '3/7', '3/7', '9/2'] -> ((((3/2 * 3/7) + 9/2) / 1/2) / 3/7)
[147546] ['1/2', '3/2', '3/7', '3/7', '9/8'] -> (((3/2 + 3/7) / (1/2 - 3/7)) / 9/8)
[147550] ['1/2', '3/2', '3/7', '3/8', '4/7'] -> (((3/2 * 3/7) / 3/8) / (4/7 - 1/2))
[147551] ['1/2', '3/2', '3/7', '3/8', '4/9'] -> (((1/2 + (3/2 / 3/7)) / 3/8) / 4/9)
[147553] ['1/2', '3/2', '3/7', '3/8', '5/3'] -> ((3/2 / (3/8 - 3/7)) / (1/2 - 5/3))
[147556] ['1/2', '3/2', '3/7', '3/8', '5/7'] -> (((3/2 + 3/7) / 3/8) / (5/7 - 1/2))
[147565] ['1/2', '3/2', '3/7', '3/8', '7/6'] -> (((3/2 / (1/2 - 3/8)) / 3/7) / 7/6)
[147577] ['1/2', '3/2', '3/7', '4/3', '4/3'] -> (4/3 / (((1/2 * 4/3) / 3/7) - 3/2))
[147579] ['1/2', '3/2', '3/7', '4/3', '4/7'] -> (4/7 / ((1/2 * 4/3) - (3/2 * 3/7)))
[147581] ['1/2', '3/2', '3/7', '4/3', '5/2'] -> ((3/2 + 5/2) / (4/3 - (1/2 / 3/7)))
[147595] ['1/2', '3/2', '3/7', '4/3', '7/8'] -> ((3/2 / ((3/7 * 4/3) - 1/2)) / 7/8)
[147606] ['1/2', '3/2', '3/7', '4/5', '4/5'] -> (4/5 / ((3/2 * 4/5) - (1/2 / 3/7)))
[147607] ['1/2', '3/2', '3/7', '4/5', '4/7'] -> ((3/2 / ((3/7 / 4/5) - 1/2)) * 4/7)
[147620] ['1/2', '3/2', '3/7', '4/5', '7/4'] -> ((3/2 / ((3/7 / 4/5) - 1/2)) / 7/4)
[147632] ['1/2', '3/2', '3/7', '4/5', '9/7'] -> (9/7 / (3/2 * ((3/7 / 4/5) - 1/2)))
[147636] ['1/2', '3/2', '3/7', '4/7', '5/2'] -> ((3/2 + 5/2) / ((4/7 - 1/2) / 3/7))
[147645] ['1/2', '3/2', '3/7', '4/7', '7/2'] -> ((1/2 + 7/2) / (3/2 - (4/7 / 3/7)))
[147650] ['1/2', '3/2', '3/7', '4/7', '7/8'] -> (((3/2 / (4/7 - 3/7)) / 1/2) / 7/8)
[147652] ['1/2', '3/2', '3/7', '4/7', '8/3'] -> (((3/2 * 3/7) / (4/7 - 1/2)) * 8/3)
[147655] ['1/2', '3/2', '3/7', '4/7', '8/9'] -> (((3/2 + 3/7) / (4/7 - 1/2)) * 8/9)
[147660] ['1/2', '3/2', '3/7', '4/7', '9/8'] -> (((3/2 + 3/7) / (4/7 - 1/2)) / 9/8)
[147664] ['1/2', '3/2', '3/7', '4/9', '5/4'] -> (((1/2 / (4/9 - 3/7)) - 3/2) / 5/4)
[147676] ['1/2', '3/2', '3/7', '4/9', '7/8'] -> (((1/2 / (4/9 - 3/7)) / 3/2) / 7/8)
[147681] ['1/2', '3/2', '3/7', '4/9', '8/9'] -> (8/9 / ((1/2 + (4/9 / 3/7)) - 3/2))
[147685] ['1/2', '3/2', '3/7', '4/9', '9/7'] -> (9/7 / ((1/2 / 4/9) - (3/2 - 3/7)))
[147695] ['1/2', '3/2', '3/7', '5/2', '6/7'] -> (6/7 / (3/2 - (1/2 * (3/7 + 5/2))))
[147697] ['1/2', '3/2', '3/7', '5/2', '7/3'] -> (((3/2 + 5/2) / (1/2 - 3/7)) / 7/3)
[147702] ['1/2', '3/2', '3/7', '5/2', '7/9'] -> ((((3/2 + 5/2) / 1/2) / 3/7) / 7/9)
[147707] ['1/2', '3/2', '3/7', '5/2', '9/2'] -> (((3/2 / 3/7) + 5/2) * (9/2 - 1/2))
[147708] ['1/2', '3/2', '3/7', '5/2', '9/4'] -> ((5/2 / (3/7 - (1/2 / 3/2))) - 9/4)
[147710] ['1/2', '3/2', '3/7', '5/2', '9/7'] -> ((((3/2 + 5/2) / 1/2) / 3/7) * 9/7)
[147752] ['1/2', '3/2', '3/7', '5/4', '8/7'] -> (8/7 / (((5/4 - 3/7) / 3/2) - 1/2))
[147755] ['1/2', '3/2', '3/7', '5/4', '9/4'] -> (((3/2 * 5/4) / (1/2 - 3/7)) - 9/4)
[147763] ['1/2', '3/2', '3/7', '5/6', '6/5'] -> (((3/2 / (1/2 - 3/7)) / 5/6) - 6/5)
[147776] ['1/2', '3/2', '3/7', '5/6', '9/2'] -> ((((3/2 / 3/7) - 5/6) / 1/2) * 9/2)
[147786] ['1/2', '3/2', '3/7', '5/7', '7/2'] -> ((1/2 + 7/2) / ((5/7 / 3/7) - 3/2))
[147791] ['1/2', '3/2', '3/7', '5/7', '7/8'] -> ((3/2 / (3/7 - (1/2 * 5/7))) / 7/8)
[147793] ['1/2', '3/2', '3/7', '5/7', '8/3'] -> (((3/2 + 3/7) / (5/7 - 1/2)) * 8/3)
[147808] ['1/2', '3/2', '3/7', '5/8', '7/4'] -> ((1/2 / (3/7 - (5/8 / 3/2))) / 7/4)
[147809] ['1/2', '3/2', '3/7', '5/8', '7/5'] -> (((3/2 / (1/2 - 3/7)) / 5/8) / 7/5)
[147824] ['1/2', '3/2', '3/7', '5/9', '6/7'] -> (6/7 / ((3/2 * 3/7) * (5/9 - 1/2)))
[147842] ['1/2', '3/2', '3/7', '6/5', '6/7'] -> (6/7 / (((3/2 * 3/7) / 6/5) - 1/2))
[147859] ['1/2', '3/2', '3/7', '6/7', '6/7'] -> (3/7 / (((1/2 * 3/2) / 6/7) - 6/7))
[147869] ['1/2', '3/2', '3/7', '6/7', '8/7'] -> ((3/2 * 8/7) / ((1/2 + 3/7) - 6/7))
[147871] ['1/2', '3/2', '3/7', '6/7', '9/2'] -> (((3/2 + 9/2) / 1/2) / (3/7 / 6/7))
[147874] ['1/2', '3/2', '3/7', '6/7', '9/7'] -> ((3/7 + 9/7) / ((6/7 / 3/2) - 1/2))
[147876] ['1/2', '3/2', '3/7', '7/2', '7/2'] -> (((3/2 / 1/2) + 3/7) * (7/2 + 7/2))
[147883] ['1/2', '3/2', '3/7', '7/2', '8/3'] -> ((((3/2 / 1/2) - 3/7) * 7/2) * 8/3)
[147887] ['1/2', '3/2', '3/7', '7/2', '9/2'] -> ((3/2 + 9/2) / ((1/2 - 3/7) * 7/2))
[147889] ['1/2', '3/2', '3/7', '7/2', '9/5'] -> ((((7/2 / 3/7) - 3/2) / 1/2) * 9/5)
[147890] ['1/2', '3/2', '3/7', '7/2', '9/7'] -> (9/7 / (3/7 - (3/2 / (1/2 + 7/2))))
[147897] ['1/2', '3/2', '3/7', '7/3', '7/9'] -> (((3/2 / (1/2 - 3/7)) - 7/3) / 7/9)
[147902] ['1/2', '3/2', '3/7', '7/3', '9/2'] -> ((((3/2 / 3/7) + 7/3) - 1/2) * 9/2)
[147905] ['1/2', '3/2', '3/7', '7/3', '9/7'] -> (((3/2 / (1/2 - 3/7)) - 7/3) * 9/7)
[147916] ['1/2', '3/2', '3/7', '7/4', '9/2'] -> (9/2 / ((1/2 - 3/7) * (3/2 * 7/4)))
[147919] ['1/2', '3/2', '3/7', '7/4', '9/7'] -> ((9/7 / 1/2) / (3/7 * (7/4 - 3/2)))
[147923] ['1/2', '3/2', '3/7', '7/5', '7/8'] -> ((3/2 / (3/7 - (1/2 / 7/5))) / 7/8)
[147927] ['1/2', '3/2', '3/7', '7/5', '8/7'] -> ((3/2 / (3/7 - (1/2 / 7/5))) * 8/7)
[147937] ['1/2', '3/2', '3/7', '7/6', '8/3'] -> (8/3 / ((3/7 - (1/2 / 3/2)) * 7/6))
[147939] ['1/2', '3/2', '3/7', '7/6', '8/7'] -> ((8/7 / 1/2) / ((3/7 + 7/6) - 3/2))
[147950] ['1/2', '3/2', '3/7', '7/8', '8/7'] -> (8/7 / (3/7 - ((1/2 / 3/2) / 7/8)))
[147953] ['1/2', '3/2', '3/7', '7/8', '9/4'] -> (9/4 / ((1/2 - 3/7) * (3/2 * 7/8)))
[147961] ['1/2', '3/2', '3/7', '7/9', '8/9'] -> (((3/2 / (1/2 - 3/7)) / 7/9) * 8/9)
[147966] ['1/2', '3/2', '3/7', '7/9', '9/8'] -> (((3/2 / (1/2 - 3/7)) / 7/9) / 9/8)
[147969] ['1/2', '3/2', '3/7', '8/3', '8/7'] -> (8/7 / ((1/2 * (3/7 + 8/3)) - 3/2))
[147970] ['1/2', '3/2', '3/7', '8/3', '8/9'] -> (((8/3 / (1/2 - 3/7)) / 3/2) - 8/9)
[147971] ['1/2', '3/2', '3/7', '8/3', '9/2'] -> (((1/2 / 3/7) + (3/2 + 8/3)) * 9/2)
[147972] ['1/2', '3/2', '3/7', '8/3', '9/4'] -> (((1/2 + (3/2 / 3/7)) * 8/3) * 9/4)
[147979] ['1/2', '3/2', '3/7', '8/5', '9/2'] -> (9/2 / (3/7 * ((3/2 / 8/5) - 1/2)))
[147984] ['1/2', '3/2', '3/7', '8/7', '8/7'] -> (8/7 / (3/7 - ((1/2 * 8/7) / 3/2)))
[147987] ['1/2', '3/2', '3/7', '8/7', '9/4'] -> (((8/7 / (1/2 - 3/7)) / 3/2) * 9/4)
[147992] ['1/2', '3/2', '3/7', '8/9', '9/2'] -> (9/2 / (3/2 - ((1/2 / 3/7) / 8/9)))
[148001] ['1/2', '3/2', '3/7', '9/2', '9/8'] -> ((9/2 / (1/2 - 3/7)) / (3/2 + 9/8))
[148009] ['1/2', '3/2', '3/7', '9/7', '9/7'] -> (((9/7 + 9/7) / 3/2) / (1/2 - 3/7))
[148010] ['1/2', '3/2', '3/7', '9/7', '9/8'] -> (((3/2 * 9/7) / (1/2 - 3/7)) / 9/8)
[148013] ['1/2', '3/2', '3/8', '3/8', '4/3'] -> (((3/2 / (1/2 - 3/8)) / 3/8) / 4/3)
[148015] ['1/2', '3/2', '3/8', '3/8', '4/7'] -> ((3/8 + (3/2 / 4/7)) / (1/2 - 3/8))
[148018] ['1/2', '3/2', '3/8', '3/8', '5/3'] -> (5/3 / ((1/2 / (3/2 - 3/8)) - 3/8))
[148019] ['1/2', '3/2', '3/8', '3/8', '5/4'] -> (3/2 / ((1/2 * (5/4 - 3/8)) - 3/8))
[148030] ['1/2', '3/2', '3/8', '3/8', '7/6'] -> ((3/2 / ((1/2 / 3/8) - 7/6)) / 3/8)
[148034] ['1/2', '3/2', '3/8', '3/8', '8/5'] -> (((3/2 + 3/8) * 8/5) / (1/2 - 3/8))
[148044] ['1/2', '3/2', '3/8', '4/3', '4/7'] -> (4/7 / ((4/3 / (1/2 + 3/8)) - 3/2))
[148047] ['1/2', '3/2', '3/8', '4/3', '5/3'] -> (5/3 / (((1/2 * 4/3) / 3/2) - 3/8))
[148048] ['1/2', '3/2', '3/8', '4/3', '5/4'] -> (5/4 / ((1/2 / 3/2) - (3/8 / 4/3)))
[148051] ['1/2', '3/2', '3/8', '4/3', '5/8'] -> (((3/2 / 3/8) / 4/3) / (5/8 - 1/2))
[148065] ['1/2', '3/2', '3/8', '4/3', '8/9'] -> ((4/3 / ((3/2 * 3/8) - 1/2)) / 8/9)
[148070] ['1/2', '3/2', '3/8', '4/3', '9/8'] -> ((4/3 / ((3/2 * 3/8) - 1/2)) * 9/8)
[148077] ['1/2', '3/2', '3/8', '4/5', '5/6'] -> ((3/2 / ((1/2 + 3/8) - 4/5)) / 5/6)
[148079] ['1/2', '3/2', '3/8', '4/5', '5/8'] -> (((3/2 / (1/2 - 3/8)) / 4/5) / 5/8)
[148080] ['1/2', '3/2', '3/8', '4/5', '5/9'] -> (((3/2 / (4/5 - 1/2)) / 3/8) / 5/9)
[148082] ['1/2', '3/2', '3/8', '4/5', '6/7'] -> (6/7 / ((3/8 / (3/2 - 4/5)) - 1/2))
[148091] ['1/2', '3/2', '3/8', '4/5', '8/5'] -> (((3/2 / (1/2 - 3/8)) / 4/5) * 8/5)
[148094] ['1/2', '3/2', '3/8', '4/5', '9/2'] -> (9/2 / (1/2 - ((3/8 / 3/2) / 4/5)))
[148098] ['1/2', '3/2', '3/8', '4/5', '9/8'] -> (9/8 / (3/2 * (1/2 - (3/8 / 4/5))))
[148101] ['1/2', '3/2', '3/8', '4/7', '5/2'] -> ((3/2 / ((3/8 / 4/7) - 1/2)) * 5/2)
[148112] ['1/2', '3/2', '3/8', '4/7', '7/4'] -> ((4/7 / (3/8 - (1/2 / 3/2))) * 7/4)
[148121] ['1/2', '3/2', '3/8', '4/7', '9/2'] -> (9/2 / (3/2 - ((3/8 / 1/2) / 4/7)))
[148129] ['1/2', '3/2', '3/8', '4/9', '5/4'] -> ((5/4 / 1/2) / (3/2 * (4/9 - 3/8)))
[148130] ['1/2', '3/2', '3/8', '4/9', '5/6'] -> (((1/2 + 3/2) / (4/9 - 3/8)) * 5/6)
[148133] ['1/2', '3/2', '3/8', '4/9', '5/9'] -> (((3/2 / (4/9 - 3/8)) / 1/2) * 5/9)
[148134] ['1/2', '3/2', '3/8', '4/9', '6/5'] -> (((1/2 + 3/2) / (4/9 - 3/8)) / 6/5)
[148136] ['1/2', '3/2', '3/8', '4/9', '7/2'] -> (7/2 / (1/2 * ((3/2 * 4/9) - 3/8)))
[148137] ['1/2', '3/2', '3/8', '4/9', '7/3'] -> (7/3 / (1/2 * (4/9 - (3/8 / 3/2))))
[148141] ['1/2', '3/2', '3/8', '4/9', '7/8'] -> (((3/2 / 3/8) / 4/9) / (7/8 - 1/2))
[148143] ['1/2', '3/2', '3/8', '4/9', '8/3'] -> (8/3 / ((1/2 - (3/8 / 3/2)) * 4/9))
[148146] ['1/2', '3/2', '3/8', '4/9', '8/9'] -> (((3/2 / (1/2 - 3/8)) / 4/9) * 8/9)
[148149] ['1/2', '3/2', '3/8', '4/9', '9/5'] -> (((3/2 / (4/9 - 3/8)) / 1/2) / 9/5)
[148151] ['1/2', '3/2', '3/8', '4/9', '9/8'] -> (((3/2 / (1/2 - 3/8)) / 4/9) / 9/8)
[148153] ['1/2', '3/2', '3/8', '5/2', '5/3'] -> ((5/2 / ((3/2 * 3/8) - 1/2)) / 5/3)
[148155] ['1/2', '3/2', '3/8', '5/2', '5/6'] -> ((((3/2 * 5/2) / 1/2) / 3/8) / 5/6)
[148157] ['1/2', '3/2', '3/8', '5/2', '5/8'] -> ((5/2 / (3/2 - (1/2 / 3/8))) / 5/8)
[148162] ['1/2', '3/2', '3/8', '5/2', '7/3'] -> ((5/2 / (3/8 - 1/2)) / (3/2 - 7/3))
[148163] ['1/2', '3/2', '3/8', '5/2', '7/4'] -> (((3/2 + 5/2) / 3/8) * (1/2 + 7/4))
[148165] ['1/2', '3/2', '3/8', '5/2', '7/6'] -> (((1/2 + 5/2) / 3/8) / (3/2 - 7/6))
[148169] ['1/2', '3/2', '3/8', '5/2', '8/5'] -> ((5/2 / (3/2 - (1/2 / 3/8))) * 8/5)
[148171] ['1/2', '3/2', '3/8', '5/2', '8/9'] -> ((((3/2 + 5/2) / 1/2) / 3/8) / 8/9)
[148173] ['1/2', '3/2', '3/8', '5/2', '9/4'] -> ((9/4 / 3/8) / (3/2 - (1/2 * 5/2)))
[148176] ['1/2', '3/2', '3/8', '5/2', '9/8'] -> ((((3/2 + 5/2) / 1/2) / 3/8) * 9/8)
[148177] ['1/2', '3/2', '3/8', '5/3', '5/3'] -> ((5/3 / (3/8 - (1/2 / 3/2))) / 5/3)
[148182] ['1/2', '3/2', '3/8', '5/3', '5/9'] -> ((((3/2 * 5/3) / 1/2) / 3/8) / 5/9)
[148192] ['1/2', '3/2', '3/8', '5/3', '8/3'] -> ((5/3 / ((3/2 * 3/8) - 1/2)) - 8/3)
[148194] ['1/2', '3/2', '3/8', '5/3', '8/7'] -> (8/7 / ((3/2 / (1/2 + 3/8)) - 5/3))
[148201] ['1/2', '3/2', '3/8', '5/4', '5/4'] -> ((5/4 / (3/8 - (1/2 / 3/2))) / 5/4)
[148202] ['1/2', '3/2', '3/8', '5/4', '5/6'] -> ((5/4 / ((3/2 * 3/8) - 1/2)) / 5/6)
[148204] ['1/2', '3/2', '3/8', '5/4', '5/8'] -> (((3/2 * 5/4) / (1/2 - 3/8)) / 5/8)
[148210] ['1/2', '3/2', '3/8', '5/4', '7/4'] -> ((1/2 + 7/4) / (3/8 * (3/2 - 5/4)))
[148216] ['1/2', '3/2', '3/8', '5/4', '8/5'] -> (((3/2 * 5/4) / (1/2 - 3/8)) * 8/5)
[148224] ['1/2', '3/2', '3/8', '5/6', '5/6'] -> ((5/6 / (3/8 - (1/2 / 3/2))) / 5/6)
[148227] ['1/2', '3/2', '3/8', '5/6', '5/9'] -> ((5/6 / ((3/2 * 3/8) - 1/2)) / 5/9)
[148228] ['1/2', '3/2', '3/8', '5/6', '6/5'] -> ((5/6 / (3/8 - (1/2 / 3/2))) * 6/5)
[148231] ['1/2', '3/2', '3/8', '5/6', '7/3'] -> (7/3 / (3/8 - ((1/2 * 5/6) / 3/2)))
[148236] ['1/2', '3/2', '3/8', '5/6', '7/9'] -> (((3/2 + 5/6) / (1/2 - 3/8)) / 7/9)
[148242] ['1/2', '3/2', '3/8', '5/6', '9/4'] -> ((3/2 + 9/4) / ((1/2 * 3/8) * 5/6))
[148244] ['1/2', '3/2', '3/8', '5/6', '9/7'] -> (((3/2 + 5/6) / (1/2 - 3/8)) * 9/7)
[148246] ['1/2', '3/2', '3/8', '5/7', '5/7'] -> ((5/7 / (3/8 - (1/2 / 3/2))) / 5/7)
[148251] ['1/2', '3/2', '3/8', '5/7', '7/2'] -> ((3/2 / (3/8 - (1/2 * 5/7))) / 7/2)
[148253] ['1/2', '3/2', '3/8', '5/7', '7/4'] -> ((3/2 / ((3/8 / 1/2) - 5/7)) / 7/4)
[148254] ['1/2', '3/2', '3/8', '5/7', '7/5'] -> ((5/7 / (3/8 - (1/2 / 3/2))) * 7/5)
[148287] ['1/2', '3/2', '3/8', '5/9', '5/9'] -> ((5/9 / (3/8 - (1/2 / 3/2))) / 5/9)
[148288] ['1/2', '3/2', '3/8', '5/9', '6/5'] -> (6/5 / (1/2 - ((3/8 / 3/2) / 5/9)))
[148292] ['1/2', '3/2', '3/8', '5/9', '7/4'] -> (7/4 / (3/8 * ((1/2 * 3/2) - 5/9)))
[148294] ['1/2', '3/2', '3/8', '5/9', '7/6'] -> (7/6 / (3/8 * (1/2 - (5/9 / 3/2))))
[148300] ['1/2', '3/2', '3/8', '5/9', '8/9'] -> ((1/2 / (3/2 - (5/9 / 3/8))) * 8/9)
[148305] ['1/2', '3/2', '3/8', '5/9', '9/8'] -> ((1/2 / (3/2 - (5/9 / 3/8))) / 9/8)
[148308] ['1/2', '3/2', '3/8', '6/5', '7/2'] -> (7/2 / ((3/2 * 3/8) - (1/2 / 6/5)))
[148309] ['1/2', '3/2', '3/8', '6/5', '7/3'] -> (7/3 / (3/8 - ((1/2 / 3/2) / 6/5)))
[148319] ['1/2', '3/2', '3/8', '6/5', '9/2'] -> (((3/2 * 6/5) / 3/8) * (1/2 + 9/2))
[148320] ['1/2', '3/2', '3/8', '6/5', '9/4'] -> ((3/2 + 9/4) / ((1/2 * 3/8) / 6/5))
[148327] ['1/2', '3/2', '3/8', '6/7', '7/4'] -> ((6/7 / ((3/2 * 3/8) - 1/2)) * 7/4)
[148334] ['1/2', '3/2', '3/8', '6/7', '8/7'] -> (8/7 / ((1/2 / 3/8) - (3/2 * 6/7)))
[148337] ['1/2', '3/2', '3/8', '6/7', '9/4'] -> (9/4 / (3/2 * (1/2 - (3/8 / 6/7))))
[148341] ['1/2', '3/2', '3/8', '7/2', '7/2'] -> ((7/2 / (3/8 - (1/2 / 3/2))) / 7/2)
[148343] ['1/2', '3/2', '3/8', '7/2', '7/4'] -> (((3/2 * 7/2) / (1/2 - 3/8)) / 7/4)
[148345] ['1/2', '3/2', '3/8', '7/2', '7/6'] -> ((((3/2 * 7/2) / 1/2) / 3/8) / 7/6)
[148346] ['1/2', '3/2', '3/8', '7/2', '7/8'] -> ((7/2 / (3/2 - (1/2 / 3/8))) / 7/8)
[148349] ['1/2', '3/2', '3/8', '7/2', '8/5'] -> ((((3/2 / 3/8) + 7/2) / 1/2) * 8/5)
[148350] ['1/2', '3/2', '3/8', '7/2', '8/7'] -> ((7/2 / (3/2 - (1/2 / 3/8))) * 8/7)
[148357] ['1/2', '3/2', '3/8', '7/3', '7/3'] -> ((7/3 / (3/8 - (1/2 / 3/2))) / 7/3)
[148360] ['1/2', '3/2', '3/8', '7/3', '7/6'] -> (((3/2 * 7/3) / (1/2 - 3/8)) / 7/6)
[148362] ['1/2', '3/2', '3/8', '7/3', '7/9'] -> ((((3/2 * 7/3) / 1/2) / 3/8) / 7/9)
[148368] ['1/2', '3/2', '3/8', '7/3', '9/4'] -> (((1/2 + (3/2 * 7/3)) / 3/8) * 9/4)
[148374] ['1/2', '3/2', '3/8', '7/4', '7/6'] -> ((7/4 / ((3/2 * 3/8) - 1/2)) / 7/6)
[148375] ['1/2', '3/2', '3/8', '7/4', '7/8'] -> (((3/2 * 7/4) / (1/2 - 3/8)) / 7/8)
[148377] ['1/2', '3/2', '3/8', '7/4', '8/3'] -> (((1/2 + 7/4) / (3/8 / 3/2)) * 8/3)
[148379] ['1/2', '3/2', '3/8', '7/4', '8/7'] -> (((3/2 * 7/4) / (1/2 - 3/8)) * 8/7)
[148383] ['1/2', '3/2', '3/8', '7/4', '9/5'] -> (((3/2 + (7/4 / 1/2)) / 3/8) * 9/5)
[148384] ['1/2', '3/2', '3/8', '7/4', '9/7'] -> (9/7 / (((1/2 * 3/2) / 7/4) - 3/8))
[148385] ['1/2', '3/2', '3/8', '7/4', '9/8'] -> ((9/8 / 1/2) / (3/8 * (7/4 - 3/2)))
[148396] ['1/2', '3/2', '3/8', '7/5', '9/5'] -> (((1/2 / (3/2 - 7/5)) / 3/8) * 9/5)
[148401] ['1/2', '3/2', '3/8', '7/6', '7/9'] -> ((7/6 / ((3/2 * 3/8) - 1/2)) / 7/9)
[148404] ['1/2', '3/2', '3/8', '7/6', '8/7'] -> (8/7 / ((1/2 / 3/8) - (3/2 / 7/6)))
[148405] ['1/2', '3/2', '3/8', '7/6', '8/9'] -> (((3/2 + 7/6) / (1/2 - 3/8)) / 8/9)
[148406] ['1/2', '3/2', '3/8', '7/6', '9/2'] -> (9/2 / (3/8 - (1/2 / (3/2 + 7/6))))
[148407] ['1/2', '3/2', '3/8', '7/6', '9/4'] -> ((9/4 / 3/2) / (1/2 - (3/8 * 7/6)))
[148409] ['1/2', '3/2', '3/8', '7/6', '9/7'] -> ((7/6 / ((3/2 * 3/8) - 1/2)) * 9/7)
[148410] ['1/2', '3/2', '3/8', '7/6', '9/8'] -> (((3/2 + 7/6) / (1/2 - 3/8)) * 9/8)
[148422] ['1/2', '3/2', '3/8', '7/9', '7/9'] -> ((7/9 / (3/8 - (1/2 / 3/2))) / 7/9)
[148423] ['1/2', '3/2', '3/8', '7/9', '8/3'] -> (8/3 / (((1/2 / 3/2) / 3/8) - 7/9))
[148427] ['1/2', '3/2', '3/8', '7/9', '9/2'] -> ((3/2 / ((1/2 * 7/9) - 3/8)) / 9/2)
[148428] ['1/2', '3/2', '3/8', '7/9', '9/4'] -> ((3/2 / (7/9 - (3/8 / 1/2))) / 9/4)
[148435] ['1/2', '3/2', '3/8', '8/3', '8/9'] -> ((((3/2 * 8/3) / 1/2) / 3/8) / 8/9)
[148438] ['1/2', '3/2', '3/8', '8/3', '9/5'] -> ((((3/2 / 3/8) + 8/3) / 1/2) * 9/5)
[148439] ['1/2', '3/2', '3/8', '8/3', '9/7'] -> (9/7 / ((1/2 / (8/3 - 3/2)) - 3/8))
[148440] ['1/2', '3/2', '3/8', '8/3', '9/8'] -> ((((3/2 * 8/3) / 1/2) / 3/8) * 9/8)
[148444] ['1/2', '3/2', '3/8', '8/5', '9/2'] -> (9/2 / ((3/2 / 8/5) - (3/8 / 1/2)))
[148446] ['1/2', '3/2', '3/8', '8/5', '9/5'] -> (((1/2 / (8/5 - 3/2)) / 3/8) * 9/5)
[148451] ['1/2', '3/2', '3/8', '8/7', '9/2'] -> (9/2 / ((1/2 / 8/7) - (3/8 / 3/2)))
[148452] ['1/2', '3/2', '3/8', '8/7', '9/4'] -> (9/4 / (3/2 * ((1/2 / 8/7) - 3/8)))
[148456] ['1/2', '3/2', '3/8', '8/9', '8/9'] -> ((8/9 / (3/8 - (1/2 / 3/2))) / 8/9)
[148458] ['1/2', '3/2', '3/8', '8/9', '9/4'] -> (((3/2 * 8/9) / (1/2 - 3/8)) * 9/4)
[148461] ['1/2', '3/2', '3/8', '8/9', '9/8'] -> ((8/9 / (3/8 - (1/2 / 3/2))) * 9/8)
[148464] ['1/2', '3/2', '3/8', '9/2', '9/5'] -> (9/5 / (3/8 - (3/2 / (1/2 + 9/2))))
[148491] ['1/2', '3/2', '4/3', '4/3', '7/3'] -> (4/3 / (((1/2 * 4/3) * 7/3) - 3/2))
[148492] ['1/2', '3/2', '4/3', '4/3', '7/4'] -> ((3/2 * 4/3) / ((1/2 + 4/3) - 7/4))
[148498] ['1/2', '3/2', '4/3', '4/3', '8/5'] -> (4/3 / (((4/3 / 3/2) / 8/5) - 1/2))
[148502] ['1/2', '3/2', '4/3', '4/3', '9/4'] -> (4/3 / ((1/2 / 9/4) - (3/2 - 4/3)))
[148509] ['1/2', '3/2', '4/3', '4/5', '5/2'] -> (((4/5 / (3/2 - 4/3)) / 1/2) * 5/2)
[148510] ['1/2', '3/2', '4/3', '4/5', '5/3'] -> ((4/3 / ((4/5 / 3/2) - 1/2)) / 5/3)
[148514] ['1/2', '3/2', '4/3', '4/5', '5/8'] -> ((3/2 / ((4/5 / 4/3) - 1/2)) / 5/8)
[148515] ['1/2', '3/2', '4/3', '4/5', '5/9'] -> ((4/3 / ((4/5 / 1/2) - 3/2)) / 5/9)
[148518] ['1/2', '3/2', '4/3', '4/5', '7/2'] -> ((1/2 + 7/2) / ((4/3 / 4/5) - 3/2))
[148525] ['1/2', '3/2', '4/3', '4/5', '8/3'] -> ((4/3 / (4/5 - (1/2 * 3/2))) - 8/3)
[148531] ['1/2', '3/2', '4/3', '4/5', '9/5'] -> ((4/3 / ((4/5 / 1/2) - 3/2)) * 9/5)
[148544] ['1/2', '3/2', '4/3', '4/7', '6/7'] -> (((3/2 * 4/3) / (4/7 - 1/2)) * 6/7)
[148545] ['1/2', '3/2', '4/3', '4/7', '7/2'] -> (((4/7 / (3/2 - 4/3)) / 1/2) * 7/2)
[148549] ['1/2', '3/2', '4/3', '4/7', '7/6'] -> (((3/2 * 4/3) / (4/7 - 1/2)) / 7/6)
[148550] ['1/2', '3/2', '4/3', '4/7', '7/8'] -> ((3/2 / (1/2 - (4/7 / 4/3))) / 7/8)
[148553] ['1/2', '3/2', '4/3', '4/7', '8/5'] -> (8/5 / ((3/2 / (1/2 + 4/7)) - 4/3))
[148556] ['1/2', '3/2', '4/3', '4/7', '9/2'] -> (((3/2 / 1/2) + (4/3 / 4/7)) * 9/2)
[148559] ['1/2', '3/2', '4/3', '4/7', '9/7'] -> (9/7 / (((3/2 / 4/3) - 1/2) - 4/7))
